accession	type	gene	product	parts
NC_037177.1	CDS		truncated homing endonuclease	16116-17136:1
NC_037177.1	CDS	ND4L	NADH dehydrogenase subunit 4L	18826-19126:1
NC_037177.1	CDS	ATP8	ATP synthase F0 subunit 8	19150-19366:1
NC_037177.1	CDS	ATP6	ATP synthase F0 subunit 6	19399-20089:1
NC_036022.1	CDS	COX1	cytochrome c oxidase subunit I	0-1597:1
NC_036022.1	rRNA		12S ribosomal RNA	1748-2671:1
NC_036022.1	CDS	ND1	NADH dehydrogenase subunit 1	2675-3647:1
NC_036022.1	CDS	CYTB	cytochrome b	3730-4867:1
NC_036022.1	CDS	ND6	NADH dehydrogenase subunit 6	5066-5624:1
NC_036022.1	CDS	ND3	NADH dehydrogenase subunit 3	5667-6021:1
NC_036022.1	CDS	ND4L	NADH dehydrogenase subunit 4L	6040-6334:1
NC_036022.1	CDS	msh1	MutS-like protein	6347-9287:1
NC_036022.1	rRNA		16S ribosomal RNA	9296-11465:1
NC_036022.1	CDS	ND2	NADH dehydrogenase subunit 2	11469-12627:1
NC_036022.1	CDS	ND5	NADH dehydrogenase subunit 5	12614-14432:1
NC_036022.1	CDS	ND4	NADH dehydrogenase subunit 4	14516-15965:1
NC_036022.1	tRNA		tRNA-Met	16050-16121:-1
NC_036022.1	CDS	COX3	cytochrome c oxidase subunit III	16159-16945:-1
NC_036022.1	CDS	ATP6	ATP synthase F0 subunit 6	17009-17717:-1
NC_036022.1	CDS	ATP8	ATP synthase F0 subunit 8	17741-17957:-1
NC_036022.1	CDS	COX2	cytochrome c oxidase subunit II	17979-18741:-1
NC_035879.1	tRNA		tRNA-Met	0-72:1
NC_035879.1	rRNA		16S ribosomal RNA	299-1996:1
NC_035879.1	CDS	ND5	NADH dehydrogenase subunit 5	2048-2759:1,13761-14865:1
NC_035879.1	CDS	ND1	NADH dehydrogenase subunit 1	2868-3816:1
NC_035879.1	CDS	CYTB	cytochrome b	3824-4958:1
NC_035879.1	CDS	ND2	NADH dehydrogenase subunit 2	5166-6270:1
NC_035879.1	CDS	ND6	NADH dehydrogenase subunit 6	6271-6832:1
NC_035879.1	CDS	ATP6	ATP synthase F0 subunit 6	6831-7509:1
NC_035879.1	CDS	ND4	NADH dehydrogenase subunit 4	7508-8948:1
NC_035879.1	rRNA	rrnS	12S ribosomal RNA	9084-9995:1
NC_035879.1	CDS	COX3	cytochrome c oxidase subunit III	10113-10893:1
NC_035879.1	CDS	COX2	cytochrome c oxidase subunit II	12371-13079:1
NC_035879.1	CDS	ND4L	NADH dehydrogenase subunit 4L	13060-13360:1
NC_035879.1	CDS	ND3	NADH dehydrogenase subunit 3	13362-13704:1
NC_035879.1	tRNA		tRNA-Trp	14863-14933:1
NC_035879.1	CDS	ATP8	ATP synthase F0 subunit 8	14936-15134:1
NC_035879.1	CDS	COX1	cytochrome c oxidase subunit I	15151-16693:1
NC_035879.1	rRNA		12S ribosomal RNA	16987-17769:-1
NC_035670.1	CDS	COX1	cytochrome c oxidase subunit I	0-1597:1
NC_035670.1	rRNA		12S ribosomal RNA	1747-2673:1
NC_035670.1	CDS	ND1	NADH dehydrogenase subunit 1	2677-3649:1
NC_035670.1	CDS	CYTB	cytochrome b	3704-4871:1
NC_035670.1	CDS	ND6	NADH dehydrogenase subunit 6	4911-5469:1
NC_035670.1	CDS	ND3	NADH dehydrogenase subunit 3	5512-5878:1
NC_035670.1	CDS	ND4L	NADH dehydrogenase subunit 4L	5897-6191:1
NC_035670.1	CDS	MutS	MutS-like protein	6204-9162:1
NC_035670.1	rRNA		16S ribosomal RNA	9171-11354:1
NC_035670.1	CDS	ND2	NADH dehydrogenase subunit 2	11358-12516:1
NC_035670.1	CDS	ND5	NADH dehydrogenase subunit 5	12503-14321:1
NC_035670.1	CDS	ND4	NADH dehydrogenase subunit 4	14415-15864:1
NC_035670.1	tRNA		tRNA-Met	15917-15988:-1
NC_035670.1	CDS	COX3	cytochrome c oxidase subunit III	16027-16813:-1
NC_035670.1	CDS	ATP6	ATP synthase F0 subunit 6	16877-17585:-1
NC_035670.1	CDS	ATP8	ATP synthase F0 subunit 8	17609-17825:-1
NC_035670.1	CDS	COX2	cytochrome c oxidase subunit II	17847-18609:-1
NC_035669.1	CDS	COX1	cytochrome c oxidase subunit I	0-1626:1
NC_035669.1	rRNA		12S ribosomal RNA	1758-2684:1
NC_035669.1	CDS	ND1	NADH dehydrogenase subunit 1	2688-3660:1
NC_035669.1	CDS	CYTB	cytochrome b	3715-4882:1
NC_035669.1	CDS	ND6	NADH dehydrogenase subunit 6	4922-5480:1
NC_035669.1	CDS	ND3	NADH dehydrogenase subunit 3	5523-5889:1
NC_035669.1	CDS	ND4L	NADH dehydrogenase subunit 4L	5908-6202:1
NC_035669.1	CDS	MutS	MutS-like protein	6215-9173:1
NC_035669.1	rRNA		16S ribosomal RNA	9182-11367:1
NC_035669.1	CDS	ND2	NADH dehydrogenase subunit 2	11371-12529:1
NC_035669.1	CDS	ND5	NADH dehydrogenase subunit 5	12516-14340:1
NC_035669.1	CDS	ND4	NADH dehydrogenase subunit 4	14544-15993:1
NC_035669.1	tRNA		tRNA-Met	16045-16116:-1
NC_035669.1	CDS	COX3	cytochrome c oxidase subunit III	16154-16940:-1
NC_035669.1	CDS	ATP6	ATP synthase F0 subunit 6	17004-17712:-1
NC_035669.1	CDS	ATP8	ATP synthase F0 subunit 8	17736-17952:-1
NC_035669.1	CDS	COX2	cytochrome c oxidase subunit II	17974-18736:-1
NC_035668.1	CDS	COX1	cytochrome c oxidase subunit I	0-1626:1
NC_035668.1	rRNA		12S ribosomal RNA	1758-2684:1
NC_035668.1	CDS	ND1	NADH dehydrogenase subunit 1	2688-3660:1
NC_035668.1	CDS	CYTB	cytochrome b	3714-4878:1
NC_035668.1	CDS	ND6	NADH dehydrogenase subunit 6	4913-5471:1
NC_035668.1	CDS	ND3	NADH dehydrogenase subunit 3	5512-5866:1
NC_035668.1	CDS	ND4L	NADH dehydrogenase subunit 4L	5885-6179:1
NC_035668.1	CDS	MutS	MutS-like protein	6192-9150:1
NC_035668.1	rRNA		16S ribosomal RNA	9159-11343:1
NC_035668.1	CDS	ND2	NADH dehydrogenase subunit 2	11347-12505:1
NC_035668.1	CDS	ND5	NADH dehydrogenase subunit 5	12492-14316:1
NC_035668.1	CDS	ND4	NADH dehydrogenase subunit 4	14831-16280:1
NC_035668.1	tRNA		tRNA-Met	16335-16406:-1
NC_035668.1	CDS	COX3	cytochrome c oxidase subunit III	16445-17231:-1
NC_035668.1	CDS	ATP6	ATP synthase F0 subunit 6	17295-18003:-1
NC_035668.1	CDS	ATP8	ATP synthase F0 subunit 8	18042-18258:-1
NC_035668.1	CDS	COX2	cytochrome c oxidase subunit II	18280-19042:-1
NC_035667.1	CDS	COX1	cytochrome c oxidase subunit I	0-1597:1
NC_035667.1	rRNA		12S ribosomal RNA	1748-2674:1
NC_035667.1	CDS	ND1	NADH dehydrogenase subunit 1	2678-3650:1
NC_035667.1	CDS	CYTB	cytochrome b	3711-4872:1
NC_035667.1	CDS	ND6	NADH dehydrogenase subunit 6	4912-5470:1
NC_035667.1	CDS	ND3	NADH dehydrogenase subunit 3	5513-5873:1
NC_035667.1	CDS	ND4L	NADH dehydrogenase subunit 4L	5885-6179:1
NC_035667.1	CDS	MutS	MutS-like protein	6192-9150:1
NC_035667.1	rRNA		16S ribosomal RNA	9159-11342:1
NC_035667.1	CDS	ND2	NADH dehydrogenase subunit 2	11346-12504:1
NC_035667.1	CDS	ND5	NADH dehydrogenase subunit 5	12491-14309:1
NC_035667.1	CDS	ND4	NADH dehydrogenase subunit 4	15008-16457:1
NC_035667.1	tRNA		tRNA-Met	16514-16581:-1
NC_035667.1	CDS	COX3	cytochrome c oxidase subunit III	16624-17410:-1
NC_035667.1	CDS	ATP6	ATP synthase F0 subunit 6	17474-18182:-1
NC_035667.1	CDS	ATP8	ATP synthase F0 subunit 8	18204-18420:-1
NC_035667.1	CDS	COX2	cytochrome c oxidase subunit II	18442-19204:-1
NC_035666.1	CDS	COX1	cytochrome c oxidase subunit I	0-1597:1
NC_035666.1	rRNA		12S ribosomal RNA	1748-2675:1
NC_035666.1	CDS	ND1	NADH dehydrogenase subunit 1	2679-3651:1
NC_035666.1	CDS	CYTB	cytochrome b	3711-4872:1
NC_035666.1	CDS	ND6	NADH dehydrogenase subunit 6	4912-5470:1
NC_035666.1	CDS	ND3	NADH dehydrogenase subunit 3	5513-5873:1
NC_035666.1	CDS	ND4L	NADH dehydrogenase subunit 4L	5885-6179:1
NC_035666.1	CDS	MutS	MutS-like protein	6194-9152:1
NC_035666.1	rRNA		16S ribosomal RNA	9161-11344:1
NC_035666.1	CDS	ND2	NADH dehydrogenase subunit 2	11348-12506:1
NC_035666.1	CDS	ND5	NADH dehydrogenase subunit 5	12493-14311:1
NC_035666.1	CDS	ND4	NADH dehydrogenase subunit 4	14864-16313:1
NC_035666.1	tRNA		tRNA-Met	16371-16442:-1
NC_035666.1	CDS	COX3	cytochrome c oxidase subunit III	16481-17267:-1
NC_035666.1	CDS	ATP6	ATP synthase F0 subunit 6	17331-18039:-1
NC_035666.1	CDS	ATP8	ATP synthase F0 subunit 8	18063-18279:-1
NC_035666.1	CDS	COX2	cytochrome c oxidase subunit II	18301-19063:-1
NC_035665.1	CDS	COX1	cytochrome c oxidase subunit I	0-1626:1
NC_035665.1	rRNA		12S ribosomal RNA	1758-2684:1
NC_035665.1	CDS	ND1	NADH dehydrogenase subunit 1	2688-3660:1
NC_035665.1	CDS	CYTB	cytochrome b	3715-4882:1
NC_035665.1	CDS	ND6	NADH dehydrogenase subunit 6	4921-5479:1
NC_035665.1	CDS	ND3	NADH dehydrogenase subunit 3	5520-5874:1
NC_035665.1	CDS	ND4L	NADH dehydrogenase subunit 4L	5893-6187:1
NC_035665.1	CDS	MutS	MutS-like protein	6200-9146:1
NC_035665.1	rRNA		16S ribosomal RNA	9155-11340:1
NC_035665.1	CDS	ND2	NADH dehydrogenase subunit 2	11344-12502:1
NC_035665.1	CDS	ND5	NADH dehydrogenase subunit 5	12489-14307:1
NC_035665.1	CDS	ND4	NADH dehydrogenase subunit 4	14851-16300:1
NC_035665.1	tRNA		tRNA-Met	16354-16425:-1
NC_035665.1	CDS	COX3	cytochrome c oxidase subunit III	16463-17249:-1
NC_035665.1	CDS	ATP6	ATP synthase F0 subunit 6	17313-18021:-1
NC_035665.1	CDS	ATP8	ATP synthase F0 subunit 8	18045-18261:-1
NC_035665.1	CDS	COX2	cytochrome c oxidase subunit II	18283-19045:-1
NC_035663.1	CDS	COX1	cytochrome c oxidase subunit I	0-1597:1
NC_035663.1	rRNA		12S ribosomal RNA	1747-2673:1
NC_035663.1	CDS	ND1	NADH dehydrogenase subunit 1	2677-3649:1
NC_035663.1	CDS	CYTB	cytochrome b	3704-4871:1
NC_035663.1	CDS	ND6	NADH dehydrogenase subunit 6	4911-5469:1
NC_035663.1	CDS	ND3	NADH dehydrogenase subunit 3	5512-5878:1
NC_035663.1	CDS	ND4L	NADH dehydrogenase subunit 4L	5897-6191:1
NC_035663.1	CDS	MutS	MutS-like protein	6204-9162:1
NC_035663.1	rRNA		16S ribosomal RNA	9171-11354:1
NC_035663.1	CDS	ND2	NADH dehydrogenase subunit 2	11358-12516:1
NC_035663.1	CDS	ND5	NADH dehydrogenase subunit 5	12503-14321:1
NC_035663.1	CDS	ND4	NADH dehydrogenase subunit 4	14415-15864:1
NC_035663.1	tRNA		tRNA-Met	15917-15988:-1
NC_035663.1	CDS	COX3	cytochrome c oxidase subunit III	16027-16813:-1
NC_035663.1	CDS	ATP6	ATP synthase F0 subunit 6	16877-17585:-1
NC_035663.1	CDS	ATP8	ATP synthase F0 subunit 8	17609-17825:-1
NC_035663.1	CDS	COX2	cytochrome c oxidase subunit II	17847-18609:-1
NC_035579.1	CDS	ND5	NADH dehydrogenase subunit 5	153-885:1,2962-4093:1
NC_035579.1	CDS	ND1	NADH dehydrogenase subunit 1	1193-2204:1
NC_035579.1	CDS	ND3	NADH dehydrogenase subunit 3	2430-2787:1
NC_035579.1	CDS	COX2	cytochrome c oxidase subunit II	4972-5725:1
NC_035579.1	CDS	ND4	NADH dehydrogenase subunit 4	6041-7514:1
NC_035579.1	CDS	ND6	NADH dehydrogenase subunit 6	7602-8268:1
NC_035579.1	CDS	CYTB	cytochrome b	8395-9583:1
NC_035579.1	CDS	COX3	cytochrome c oxidase subunit III	9655-10444:1
NC_035579.1	CDS	COX1	cytochrome c oxidase subunit I	10521-11409:1,12685-13396:1
NC_035579.1	CDS	ND4L	NADH dehydrogenase subunit 4L	13455-13755:1
NC_035579.1	CDS	ATP8	ATP synthase F0 subunit 8	13861-14080:1
NC_035579.1	CDS	ATP6	ATP synthase F0 subunit 6	14283-14985:1
NC_035579.1	rRNA		small subunit ribosomal RNA	15112-16321:1
NC_035579.1	CDS	ND2	NADH dehydrogenase subunit 2	16843-18001:1
NC_035579.1	tRNA	trnM	tRNA-Met	18051-18122:1
NC_035579.1	rRNA		large subunit ribosomal RNA	18148-20797:1
NC_035578.1	CDS	ND5	NADH dehydrogenase subunit 5	153-885:1,2981-4112:1
NC_035578.1	CDS	ND1	NADH dehydrogenase subunit 1	1202-2213:1
NC_035578.1	CDS	ND3	NADH dehydrogenase subunit 3	2446-2803:1
NC_035578.1	CDS	COX2	cytochrome c oxidase subunit II	4991-5744:1
NC_035578.1	CDS	ND4	NADH dehydrogenase subunit 4	6060-7533:1
NC_035578.1	CDS	ND6	NADH dehydrogenase subunit 6	7621-8287:1
NC_035578.1	CDS	CYTB	cytochrome b	8419-9607:1
NC_035578.1	CDS	COX3	cytochrome c oxidase subunit III	9679-10468:1
NC_035578.1	CDS	COX1	cytochrome c oxidase subunit I	10545-11433:1,12760-13471:1
NC_035578.1	CDS	ND4L	NADH dehydrogenase subunit 4L	13530-13830:1
NC_035578.1	CDS	ATP8	ATP synthase F0 subunit 8	13936-14155:1
NC_035578.1	CDS	ATP6	ATP synthase F0 subunit 6	14358-15057:1
NC_035578.1	rRNA		small subunit ribosomal RNA	15181-16390:1
NC_035578.1	CDS	ND2	NADH dehydrogenase subunit 2	16912-18070:1
NC_035578.1	tRNA	trnM	tRNA-Met	18118-18189:1
NC_035578.1	rRNA		large subunit ribosomal RNA	18215-20928:1
NC_034916.1	tRNA		tRNA-Met	0-72:1
NC_034916.1	rRNA	rrnL	16S ribosomal RNA	265-1963:1
NC_034916.1	CDS	ND5	NADH dehydrogenase subunit 5	2012-2723:1,12870-13974:1
NC_034916.1	CDS	ND1	NADH dehydrogenase subunit 1	2832-3780:1
NC_034916.1	CDS	CYTB	cytochrome b	3782-4922:1
NC_034916.1	CDS	ND2	NADH dehydrogenase subunit 2	5139-6234:1
NC_034916.1	CDS	ND6	NADH dehydrogenase subunit 6	6235-6796:1
NC_034916.1	CDS	ATP6	ATP synthase F0 subunit 6	6795-7473:1
NC_034916.1	CDS	ND4	NADH dehydrogenase subunit 4	7472-8912:1
NC_034916.1	rRNA		12S ribosomal RNA	9039-9950:1
NC_034916.1	CDS	COX3	cytochrome c oxidase subunit III	10075-10855:1
NC_034916.1	CDS	COX2	cytochrome c oxidase subunit II	11481-12189:1
NC_034916.1	CDS	ND4L	NADH dehydrogenase subunit 4L	12170-12470:1
NC_034916.1	CDS	ND3	NADH dehydrogenase subunit 3	12472-12814:1
NC_034916.1	tRNA		tRNA-Trp	13972-14043:1
NC_034916.1	CDS	ATP8	ATP synthase F0 subunit 8	14046-14244:1
NC_034916.1	tRNA		tRNA-Leu	14606-14674:1
NC_034916.1	CDS	COX1	cytochrome c oxidase subunit I	14986-16558:1
NC_034916.1	tRNA		tRNA-Phe	16814-16874:-1
NC_034916.1	tRNA		tRNA-Gly	17928-17988:1
NC_034749.1	CDS	COX1	cytochrome c oxidase subunit I	0-1597:1
NC_034749.1	rRNA		small subunit ribosomal RNA	1747-2672:1
NC_034749.1	CDS	ND1	NADH dehydrogenase subunit 1	2676-3648:1
NC_034749.1	CDS	CYTB	cytochrome b	3681-4836:1
NC_034749.1	CDS	ND6	NADH dehydrogenase subunit 6	4849-5407:1
NC_034749.1	CDS	ND3	NADH dehydrogenase subunit 3	5450-5810:1
NC_034749.1	CDS	ND4L	NADH dehydrogenase subunit 4L	5822-6116:1
NC_034749.1	CDS	MUTS	MutS-like protein	6129-9093:1
NC_034749.1	rRNA		large subunit ribosomal RNA	9119-11298:1
NC_034749.1	CDS	ND2	NADH dehydrogenase subunit 2	11302-12460:1
NC_034749.1	CDS	ND5	NADH dehydrogenase subunit 5	12447-14265:1
NC_034749.1	CDS	ND4	NADH dehydrogenase subunit 4	14364-15813:1
NC_034749.1	tRNA	trnM	tRNA-Met	15867-15938:-1
NC_034749.1	CDS	COX3	cytochrome c oxidase subunit III	15976-16762:-1
NC_034749.1	CDS	ATP6	ATP synthase F0 subunit 6	16826-17534:-1
NC_034749.1	CDS	ATP8	ATP synthase F0 subunit 8	17558-17774:-1
NC_034749.1	CDS	COX2	cytochrome c oxidase subunit II	17795-18557:-1
NC_034318.1	CDS	COX1	cytochrome c oxidase subunit I	0-1582:1
NC_034318.1	rRNA		12S ribosomal RNA	1582-2673:1
NC_034318.1	CDS	ND1	NADH dehydrogenase subunit 1	2677-3649:1
NC_034318.1	CDS	CYTB	cytochrome b	3682-4843:1
NC_034318.1	CDS	ND6	NADH dehydrogenase subunit 6	4873-5431:1
NC_034318.1	CDS	ND3	NADH dehydrogenase subunit 3	5475-5829:1
NC_034318.1	CDS	ND4L	NADH dehydrogenase subunit 4L	5848-6142:1
NC_034318.1	rRNA		16S ribosomal RNA	6146-11114:1
NC_034318.1	CDS	MutS	mutS-like protein	6155-9137:1
NC_034318.1	CDS	ND2	NADH dehydrogenase subunit 2	11145-12519:1
NC_034318.1	CDS	ND5	NADH dehydrogenase subunit 5	12506-14324:1
NC_034318.1	CDS	ND4	NADH dehydrogenase subunit 4	14421-15870:1
NC_034318.1	tRNA		tRNA-Met	15926-15997:1
NC_034318.1	CDS	COX3	cytochrome c oxidase subunit III	16036-16822:-1
NC_034318.1	CDS	ATP6	ATP synthase F0 subunit 6	16886-17594:-1
NC_034318.1	CDS	ATP8	ATP synthase F0 subunit 8	17618-17834:-1
NC_034318.1	CDS	COX2	cytochrome c oxidase subunit II	17856-18618:-1
NC_030352.1	CDS	ND5	NADH dehydrogenase subunit 5	167-887:1,12211-13327:1
NC_030352.1	CDS	ND1	NADH dehydrogenase subunit 1	1219-2203:1
NC_030352.1	CDS	CYTB	cytochrome b	2330-3494:1
NC_030352.1	CDS	ND2	NADH dehydrogenase subunit 2	4132-5230:1
NC_030352.1	CDS	ND6	NADH dehydrogenase subunit 6	5263-5857:1
NC_030352.1	CDS	ATP6	ATP synthase F0 subunit 6	5939-6638:1
NC_030352.1	CDS	ND4	NADH dehydrogenase subunit 4	6939-8415:1
NC_030352.1	rRNA	rns	12S ribosomal RNA	8528-9594:1
NC_030352.1	CDS	COX3	cytochrome c oxidase subunit III	9813-10602:1
NC_030352.1	CDS	COX2	cytochrome c oxidase subunit II	10639-11383:1
NC_030352.1	CDS	ND4L	NADH dehydrogenase subunit 4L	11436-11736:1
NC_030352.1	CDS	ND3	NADH dehydrogenase subunit 3	11755-12112:1
NC_030352.1	tRNA	trnW	tRNA-Trp	13366-13436:1
NC_030352.1	CDS	ATP8	ATP synthase F0 subunit 8	13469-13685:1
NC_030352.1	CDS	COX1	cytochrome c oxidase subunit I	13808-14702:1,15666-16350:1
NC_030352.1	tRNA	trnM	tRNA-Met	16471-16542:1
NC_030352.1	rRNA	rnl	16S ribosomal RNA	16578-18831:1
NC_030274.1	CDS	ND5	NADH dehydrogenase subunit 5	0-716:1,2430-3547:1
NC_030274.1	CDS	ND1	NADH dehydrogenase subunit 1	919-1924:1
NC_030274.1	CDS	ND3	NADH dehydrogenase subunit 3	1930-2287:1
NC_030274.1	tRNA		tRNA-Trp	3661-3732:1
NC_030274.1	CDS	ND2	NADH dehydrogenase subunit 2	4001-5159:1
NC_030274.1	rRNA		small subunit ribosomal RNA	5208-6290:1
NC_030274.1	CDS	COX2	cytochrome c oxidase subunit II	6343-7084:1
NC_030274.1	CDS	ND4	NADH dehydrogenase subunit 4	9077-10544:1
NC_030274.1	CDS	ND6	NADH dehydrogenase subunit 6	10548-11157:1
NC_030274.1	CDS	CYTB	cytochrome b	11187-12336:1
NC_030274.1	tRNA		tRNA-Met	12750-12821:1
NC_030274.1	rRNA		large subunit ribosomal RNA	12823-15070:1
NC_030274.1	CDS	COX3	cytochrome c oxidase subunit III	15140-15929:1
NC_030274.1	CDS	COX1	cytochrome c oxidase subunit I	16112-17002:1,17856-18538:1
NC_030274.1	CDS	ND4L	NADH dehydrogenase subunit 4L	18757-19057:1
NC_030274.1	CDS	ATP8	ATP synthase F0 subunit 8	19081-19297:1
NC_030274.1	CDS	ATP6	ATP synthase F0 subunit 6	19330-20020:1
NC_030186.1	tRNA		tRNA-Met	0-71:1
NC_030186.1	rRNA		16S ribosomal RNA	115-2416:1
NC_030186.1	CDS	ND5	NADH dehydrogenase subunit 5	2561-3280:1,14413-15530:1
NC_030186.1	CDS	ND1	NADH dehydrogenase subunit 1	3614-4598:1
NC_030186.1	CDS	CYTB	cytochrome b	4719-5880:1
NC_030186.1	CDS	ND2	NADH dehydrogenase subunit 2	6449-7547:1
NC_030186.1	CDS	ND6	NADH dehydrogenase subunit 6	7580-8174:1
NC_030186.1	CDS	ATP6	ATP synthase F0 subunit 6	8247-8946:1
NC_030186.1	CDS	ND4	NADH dehydrogenase subunit 4	9208-10684:1
NC_030186.1	rRNA		12S ribosomal RNA	10759-11788:1
NC_030186.1	CDS	COX3	cytochrome c oxidase subunit III	12022-12811:1
NC_030186.1	CDS	COX2	cytochrome c oxidase subunit II	12846-13590:1
NC_030186.1	CDS	ND4L	NADH dehydrogenase subunit 4L	13643-13943:1
NC_030186.1	CDS	ND3	NADH dehydrogenase subunit 3	13957-14314:1
NC_030186.1	tRNA		tRNA-Trp	15569-15639:1
NC_030186.1	CDS	ATP8	ATP synthase F0 subunit 8	15671-15887:1
NC_030186.1	CDS	COX1	cytochrome c oxidase subunit I	16009-16903:1,17868-18552:1
NC_029697.1	CDS	COX1	cytochrome c oxidase subunit I	0-1597:1
NC_029697.1	rRNA		small subunit ribosomal RNA	1748-2674:1
NC_029697.1	CDS	ND1	NADH dehydrogenase subunit 1	2678-3650:1
NC_029697.1	CDS	CYTB	cytochrome b	3677-4841:1
NC_029697.1	CDS	ND6	NADH dehydrogenase subunit 6	5261-5819:1
NC_029697.1	CDS	ND3	NADH dehydrogenase subunit 3	5874-6228:1
NC_029697.1	CDS	ND4L	NADH dehydrogenase subunit 4L	6247-6541:1
NC_029697.1	CDS	mutS	MutS-like protein	6554-9512:1
NC_029697.1	rRNA		large subunit ribosomal RNA	9521-11709:1
NC_029697.1	CDS	ND2	NADH dehydrogenase subunit 2	11713-12871:1
NC_029697.1	CDS	ND5	NADH dehydrogenase subunit 5	12858-14676:1
NC_029697.1	CDS	ND4	NADH dehydrogenase subunit 4	15239-16688:1
NC_029697.1	tRNA	trnM	tRNA-Met	16782-16853:-1
NC_029697.1	CDS	COX3	cytochrome c oxidase subunit III	16892-17678:-1
NC_029697.1	CDS	ATP6	ATP synthase F0 subunit 6	17742-18450:-1
NC_029697.1	CDS	ATP8	ATP synthase F0 subunit 8	18474-18690:-1
NC_029697.1	CDS	COX2	cytochrome c oxidase subunit II	18712-19474:-1
NC_029696.1	tRNA		tRNA-Met	0-71:1
NC_029696.1	rRNA		16S ribosomal RNA	71-2379:1
NC_029696.1	CDS	ND5	NADH dehydrogenase subunit 5	2457-3177:1,15199-16315:1
NC_029696.1	tRNA		tRNA-Leu	3393-3462:1
NC_029696.1	CDS	ND1	NADH dehydrogenase subunit 1	3559-4543:1
NC_029696.1	CDS	CYTB	cytochrome b	4641-5805:1
NC_029696.1	CDS	ND2	NADH dehydrogenase subunit 2	6628-7726:1
NC_029696.1	CDS	ND6	NADH dehydrogenase subunit 6	7758-8352:1
NC_029696.1	CDS	ATP6	ATP synthase F0 subunit 6	8428-9127:1
NC_029696.1	CDS	ND4	NADH dehydrogenase subunit 4	9387-10863:1
NC_029696.1	rRNA		12S ribosomal RNA	10915-12101:1
NC_029696.1	CDS	COX3	cytochrome c oxidase subunit III	12854-13643:1
NC_029696.1	CDS	COX2	cytochrome c oxidase subunit II	13661-14405:1
NC_029696.1	CDS	ND4L	NADH dehydrogenase subunit 4L	14404-14704:1
NC_029696.1	CDS	ND3	NADH dehydrogenase subunit 3	14720-15077:1
NC_029696.1	tRNA		tRNA-Trp	16327-16397:1
NC_029696.1	CDS	ATP8	ATP synthase F0 subunit 8	16428-16647:1
NC_029696.1	CDS	COX1	cytochrome c oxidase subunit I	16628-18203:1
NC_029695.1	CDS	COX1	cytochrome c oxidase subunit I	0-894:1,1865-2543:1
NC_029695.1	tRNA		tRNA-Ile	1334-1402:1
NC_029695.1	tRNA		tRNA-Pro	1631-1700:1
NC_029695.1	tRNA		tRNA-Met	2638-2709:1
NC_029695.1	tRNA		tRNA-Tyr	3265-3341:1
NC_029695.1	tRNA		tRNA-Phe	3383-3446:1
NC_029695.1	rRNA		16S ribosomal RNA	3520-4957:1
NC_029695.1	CDS	ND5	NADH dehydrogenase subunit 5	5198-5921:1,17051-18167:1
NC_029695.1	tRNA		tRNA-Glu	6114-6173:1
NC_029695.1	CDS	ND1	NADH dehydrogenase subunit 1	6257-7235:1
NC_029695.1	CDS	CYTB	cytochrome b	7356-8517:1
NC_029695.1	tRNA		tRNA-Met	8654-8725:1
NC_029695.1	CDS	ND2	NADH dehydrogenase subunit 2	9086-10184:1
NC_029695.1	CDS	ND6	NADH dehydrogenase subunit 6	10196-10811:1
NC_029695.1	CDS	ATP6	ATP synthase F0 subunit 6	10884-11583:1
NC_029695.1	CDS	ND4	NADH dehydrogenase subunit 4	11845-13321:1
NC_029695.1	rRNA		12S ribosomal RNA	13347-14454:1
NC_029695.1	CDS	COX3	cytochrome c oxidase subunit III	14659-15448:1
NC_029695.1	CDS	COX2	cytochrome c oxidase subunit II	15483-16227:1
NC_029695.1	CDS	ND4L	NADH dehydrogenase subunit 4L	16280-16580:1
NC_029695.1	CDS	ND3	NADH dehydrogenase subunit 3	16594-16951:1
NC_029695.1	tRNA		tRNA-Trp	18206-18276:1
NC_029695.1	CDS	ATP8	ATP synthase F0 subunit 8	18308-18524:1
NC_027667.1	rRNA		16S ribosomal RNA	0-2255:1
NC_027667.1	CDS	COX3	cytochrome c oxidase subunit III	2356-3145:1
NC_027667.1	CDS	COX1	cytochrome c oxidase subunit I	3175-4069:1,4993-5680:1
NC_027667.1	CDS	ND4L	NADH dehydrogenase subunit 4L	5763-6063:1
NC_027667.1	CDS	COX2	cytochrome c oxidase subunit II	6093-6843:1
NC_027667.1	CDS	ND4	NADH dehydrogenase subunit 4	6853-8329:1
NC_027667.1	CDS	ND6	NADH dehydrogenase subunit 6	8352-8976:1
NC_027667.1	CDS	ATP8	ATP synthase F0 subunit 8	8980-9193:1
NC_027667.1	CDS	ATP6	ATP synthase F0 subunit 6	9202-9901:1
NC_027667.1	CDS	ND5	NADH dehydrogenase subunit 5	9926-10646:1,12345-13476:1
NC_027667.1	CDS	ND1	NADH dehydrogenase subunit 1	10899-11883:1
NC_027667.1	CDS	ND3	NADH dehydrogenase subunit 3	11891-12248:1
NC_027667.1	tRNA		tRNA-Trp	13509-13579:1
NC_027667.1	CDS	ND2	NADH dehydrogenase subunit 2	13968-15084:1
NC_027667.1	rRNA		12S ribosomal RNA	15204-16352:1
NC_027667.1	CDS	CYTB	cytochrome b	16418-17555:1
NC_027667.1	tRNA		tRNA-Met	17614-17685:1
